Kab;NamaPos;Lintang;Bujur;Elevasi;Tahun;Bulan;Tgl 1;Tgl 2;Tgl 3;Tgl 4;Tgl 5;Tgl 6;Tgl 7;Tgl 8;Tgl 9;Tgl 10;Tgl 11;Tgl 12;Tgl 13;Tgl 14;Tgl 15;Tgl 16;Tgl 17;Tgl 18;Tgl 19;Tgl 20;Tgl 21;Tgl 22;Tgl 23;Tgl 24;Tgl 25;Tgl 26;Tgl 27;Tgl 28;Tgl 29;Tgl 30;Tgl 31
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;1;0;1;4;0;0;0;13;38;1;5;0;19;15;31;3;4;0;11;14;32;8;13;14;14;43;7;44;14;4;22;9
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;2;29;0;0;24;10;34;21;0;1;5;7;0;5;0;5;126;0;0;0;1;0;23;28;27;0;0;0;12;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;3;156;0;20;23;7;15;12;0;43;0;24;13;14;0;0;0;7;0;3;0;0;0;0;0;0;0;4;63;0;31;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;4;0;0;0;0;122;0;0;44;20;0;0;15;17;17;0;58;0;9;4;26;0;0;0;9;4;75;79;0;0;5;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;5;35;0;0;0;0;73;0;0;2;24;19;3;26;2;0;21;12;0;0;0;0;5;24;0;18;0;0;0;0;71;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;6;0;0;0;0;0;0;83;0;0;0;0;4;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;7;0;0;0;5;18;0;0;8;0;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;42;0;0;0;0;0;61;0;0;0;0;21;54;19;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;9;0;0;0;0;16;11;0;0;0;0;0;0;1;0;0;0;0;0;30;0;0;0;0;0;0;29;9;0;0;14;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;10;0;0;0;0;0;0;0;0;171;50;79;0;39;0;0;42;18;17;21;0;0;0;0;0;0;0;80;30;1;42;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;11;0;0;0;10;0;0;0;16;0;0;24;29;0;5;0;22;0;0;0;10;0;0;1;2;0;28;9;5;4;22;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2019;12;12;39;0;0;9;22;4;5;7;17;0;78;0;10;62;0;4;12;21;8;3;0;0;0;0;4;11;2;0;0;9
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;1;141;0;0;17;4;3;11;0;11;9;0;0;0;0;4;5;74;57;2;75;46;0;13;31;1;24;10;0;0;10;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;2;17;10;6;0;5;36;69;3;7;0;0;1;2;11;4;19;17;1;12;73;19;9;1;24;50;0;8;9;2;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;3;110;7;1;0;17;3;17;0;16;0;2;3;18;0;3;5;23;67;0;31;14;48;11;23;119;97;52;42;0;65;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;4;56;0;0;0;43;79;9;0;0;1;0;0;0;49;19;42;15;88;0;0;7;3;0;0;4;0;0;13;14;32;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;5;18;0;0;0;0;2;15;15;11;0;2;4;71;4;0;0;0;37;68;0;46;0;2;0;4;0;0;1;0;78;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;6;0;2;55;0;0;101;0;1;0;0;1;0;2;6;0;0;0;0;92;25;0;0;1;10;0;0;26;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;7;0;0;48;0;0;0;8;0;24;14;3;0;37;0;1;0;9;0;0;0;15;14;0;11;1;0;0;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;8;0;0;0;0;0;0;0;39;0;142;0;0;0;98;0;0;31;0;38;0;0;0;0;0;0;0;0;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;9;2;0;0;1;24;0;0;0;0;2;0;0;0;0;0;1;39;0;0;0;4;26;6;6;0;0;61;78;11;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;10;0;0;15;35;92;0;0;29;63;1;37;0;0;0;0;28;0;12;15;27;8;0;1;118;72;3;27;5;0;1;1
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;11;25;25;25;0;0;0;13;0;1;37;32;31;0;67;1;0;39;31;0;0;38;8;1;26;0;0;0;0;6;2;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2020;12;15;0;10;0;0;67;0;0;2;0;2;5;0;0;1;0;4;1;0;7;4;3;1;0;32;1;16;0;0;0;2
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;1;1;0;6;1;0;1;48;0;12;13;20;5;2;0;1;5;0;0;30;43;3;1;2;0;1;88;11;2;50;59;15
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;2;0;0;38;19;32;15;38;63;14;10;13;0;0;23;1;2;0;0;85;34;21;0;5;50;48;49;2;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;3;0;15;0;21;1;9;0;52;0;2;20;0;0;0;86;6;18;6;0;40;35;0;0;0;0;14;0;72;1;42;9
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;4;25;27;15;22;30;7;1;0;14;0;0;0;5;15;0;17;0;3;43;27;0;41;11;0;0;1;0;3;41;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;5;1;2;1;0;0;2;56;27;85;15;0;0;0;0;0;4;106;56;0;1;21;25;0;0;68;0;0;0;53;39;3
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;6;11;0;31;9;0;1;18;0;19;33;2;19;21;42;0;0;0;14;20;0;3;0;37;0;0;0;0;48;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;7;0;6;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;41;0;30;1;46;1;0;0;0;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;8;58;8;38;0;80;2;0;0;0;21;6;0;0;0;0;0;0;23;64;3;6;9;0;0;0;0;0;0;0;0;3
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;9;10;0;5;0;0;0;11;4;73;0;0;0;13;7;5;2;45;0;12;6;0;2;0;0;0;10;4;15;0;0;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;10;45;15;8;25;0;0;0;0;48;0;12;5;0;0;0;1;23;1;8;34;0;4;50;0;0;0;108;50;13;27;13
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;11;3;58;64;26;9;25;85;35;0;0;0;5;0;4;11;0;0;14;0;0;0;0;1;0;0;0;0;44;4;21;0
Bogor;Kebun Raya;-65.988;1.067.956;280;2021;12;1;0;1;0;14;6;33;22;0;9;83;6;11;0;19;0;25;3;0;8;52;26;37;0;5;0;0;14;18;0;0
